what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349115541413
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349115541750
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349115543749
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349115545877
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349115546235
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349115548753
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1349115554181
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1349115554361
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1349115554517
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1349115554683
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1349115554839
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1349115554996
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1349115555167
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1349115555371
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349115558469
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349115558799
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349115561374
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1349115561721
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1349115562014
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1349115562017
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1349115562276
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349115563496
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349115565519
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349115568342
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349115593705
