what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349118593349
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349118595101
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349118595406
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349118597257
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349118598674
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349118600040
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1349118621029
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1349118621404
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1349118621789
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349118622242
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349118622939
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349118624316
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349118624566
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349118624880
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349118627533
activated,editor,org.eclipse.php.ui,2.1.0.v20090617-2341,"org.eclipse.php.editor",1349118631577
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1349118632843
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349118634094
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349118634399
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349118636358
activated,editor,org.eclipse.wst.jsdt.ui,1.0.200.v200905242047,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1349118637351
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349118639505
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1349118641114
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349118643093
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349118643671
