what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117921500
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1349117922946
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349117923180
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117923482
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117924979
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349117927573
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117928995
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117939101
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349117947028
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349117947715
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349117947929
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117948280
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117951524
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349117953347
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349117953916
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349117955203
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349117955940
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349117957286
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349117957881
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349117958500
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349117959087
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349117959302
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117959597
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117999682
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349118043900
