what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1349116887950
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116889329
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116889696
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116891257
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116893066
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116893353
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116895490
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116896717
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116897085
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116900016
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116916692
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117200743
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117201458
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117203554
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349117207406
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117207789
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117214373
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117215260
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117215748
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117217791
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117287510
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117300707
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349117314229
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1349117336315
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1349117336629
