what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116829375
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349116835148
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349116836119
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349116840478
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349116842468
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116842816
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116850035
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116850566
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116855330
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116859917
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116860272
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116867117
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116870678
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116871014
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116874257
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116877498
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116877779
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116880527
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116884632
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116885041
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116886579
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1349116887254
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1349116887422
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1349116887583
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1349116887758
