what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116601307
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116611472
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116615132
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116623293
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116623684
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116627513
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116631587
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116631924
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116635186
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116637741
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116638054
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116640704
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116644784
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116654350
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116657572
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116657962
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116665117
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116672583
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116672848
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116674637
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116676053
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116676333
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116678997
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349116701810
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349116702154
