what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349119033572
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119034354
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119040543
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349119045272
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119045569
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119052157
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349119056222
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349119056929
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349119058369
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119058711
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119062215
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1349119063361
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1349119063553
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1349119063851
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349119064589
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119064875
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119068928
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1349119080015
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1349119080208
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1349119080439
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349119081137
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119081426
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119085208
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349119088624
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349119090330
