what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1348927412348
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1348927413489
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1348927413676
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1348927414051
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1348927414223
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1348927415379
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1348927415583
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1348927416254
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1348927416911
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1348927419333
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348927430209
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348927431728
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1348927438670
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1348927439655
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1348927441436
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1348927442657
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348927443297
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348927446365
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1348927449811
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348927450076
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348927452485
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348927461708
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348927462412
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348927463427
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348927465293
