what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349119258781
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349119263244
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349119265480
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349119266121
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119266452
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119412364
activated,editor,org.eclipse.wst.jsdt.ui,1.0.200.v200905242047,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1349119414709
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1349119418826
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1349119419203
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1349119420455
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119422443
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119471653
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119471779
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119474179
activated,editor,org.eclipse.php.ui,2.1.0.v20090617-2341,"org.eclipse.php.editor",1349119474226
closed,editor,org.eclipse.wst.jsdt.ui,1.0.200.v200905242047,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1349119474226
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119474799
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119474909
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119476903
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119478209
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349119478327
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1349119479190
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090610-1638,"org.eclipse.dltk.testing",1349119479191
stopped,bundle,org.eclipse.dltk.debug.ui,1.0.0.v20090610-1638,"org.eclipse.dltk.debug.ui",1349119479192
stopped,bundle,org.eclipse.dltk.formatter,1.0.0.v20090617-1404,"org.eclipse.dltk.formatter",1349119479193
